company,year,employees_start,employees_end,new_hires,layoffs,net_change,hiring_rate_pct,attrition_rate_pct,revenue_billions_usd,stock_price_change_pct,gdp_growth_us_pct,unemployment_rate_us_pct,is_estimated,confidence_level,data_quality_score
Microsoft,2024,221000,228000,13630,6630,7000,6.2,3.0,245.0,57.5,2.8,4.1,true,Medium,85
Microsoft,2025,228000,228000,6840,6840,0,3.0,3.0,270.0,26.9,2.3,4.2,true,Medium,85
NVIDIA,2001,392,1157,796,31,765,203.1,7.9,1.37,-23.5,1.0,4.7,false,Medium,95
NVIDIA,2002,1157,1603,538,92,446,46.5,8.0,1.91,35.7,1.7,5.8,false,Medium,95
NVIDIA,2003,1603,2000,445,48,397,27.8,3.0,1.82,-7.5,2.8,6.0,false,Medium,95
NVIDIA,2004,2000,2100,160,60,100,8.0,3.0,2.01,-13.2,3.8,5.5,false,Medium,95
NVIDIA,2005,2100,2101,64,63,1,3.0,3.0,2.38,-12.3,3.5,5.1,false,Medium,95
NVIDIA,2006,2101,2700,662,63,599,31.5,3.0,3.07,-16.2,2.8,4.6,false,Medium,95
NVIDIA,2007,2700,4205,1586,81,1505,58.7,3.0,4.1,-23.5,2.0,4.6,false,Medium,95
NVIDIA,2008,4205,5100,1231,336,895,29.3,8.0,3.43,0.4,0.1,5.8,false,Medium,95
NVIDIA,2009,5100,5131,439,408,31,8.6,8.0,3.33,34.4,-2.6,9.3,false,Medium,95
NVIDIA,2010,5131,5706,728,153,575,14.2,3.0,3.54,5.2,2.7,9.6,false,High,95
NVIDIA,2011,5706,6029,494,171,323,8.7,3.0,3.94,40.0,1.6,8.9,false,High,95
NVIDIA,2012,6029,7133,1284,180,1104,21.3,3.0,4.28,-2.3,2.3,8.1,false,High,95
NVIDIA,2013,7133,7362,442,213,229,6.2,3.0,4.13,40.6,1.8,7.4,false,High,95
NVIDIA,2014,7362,8808,1666,220,1446,22.6,3.0,4.68,11.2,2.5,6.2,false,High,95
NVIDIA,2015,8808,9228,684,264,420,7.8,3.0,5.01,16.5,2.9,5.3,false,High,95
NVIDIA,2016,9228,10299,1347,276,1071,14.6,3.0,6.91,-8.7,1.6,4.9,false,High,95
NVIDIA,2017,10299,11528,1537,308,1229,14.9,3.0,9.71,49.6,2.4,4.4,false,High,95
NVIDIA,2018,11528,13277,2094,345,1749,18.2,3.0,11.72,25.1,2.9,3.9,false,High,95
NVIDIA,2019,13277,13277,398,398,0,3.0,3.0,10.92,-5.7,2.3,3.7,false,High,95
NVIDIA,2020,13277,13775,896,398,498,6.7,3.0,16.68,-2.3,-2.8,8.1,false,High,95
NVIDIA,2021,13775,18975,5613,413,5200,40.7,3.0,26.91,36.6,5.8,5.4,false,High,95
NVIDIA,2022,18975,22473,4636,1138,3498,24.4,6.0,26.91,-32.4,1.9,3.6,false,High,95
NVIDIA,2023,22473,26196,5071,1348,3723,22.6,6.0,60.92,21.7,2.5,3.7,false,High,95
NVIDIA,2024,26196,29600,4189,785,3404,16.0,3.0,130.5,57.4,2.8,4.1,true,Medium,85
NVIDIA,2025,29600,36000,7288,888,6400,24.6,3.0,195.0,3.5,2.3,4.2,true,Medium,85
Netflix,2001,120,100,0,20,-20,0.0,16.7,0.08,-21.3,1.0,4.7,false,Medium,95
Netflix,2002,100,150,58,8,50,58.0,8.0,0.15,-23.4,1.7,5.8,false,Medium,95
Netflix,2003,150,300,154,4,150,102.7,2.7,0.27,-18.5,2.8,6.0,false,Medium,95
Netflix,2004,300,450,159,9,150,53.0,3.0,0.51,6.7,3.8,5.5,false,Medium,95
Netflix,2005,450,985,548,13,535,121.8,2.9,0.68,12.0,3.5,5.1,false,Medium,95
Netflix,2006,985,1200,244,29,215,24.8,2.9,1.0,42.1,2.8,4.6,false,Medium,95
Netflix,2007,1200,1500,336,36,300,28.0,3.0,1.21,-21.7,2.0,4.6,false,Medium,95
Netflix,2008,1500,1644,264,120,144,17.6,8.0,1.36,21.2,0.1,5.8,false,Medium,95
Netflix,2009,1644,1700,187,131,56,11.4,8.0,1.67,-1.5,-2.6,9.3,false,Medium,95
Netflix,2010,1700,2180,531,51,480,31.2,3.0,2.16,24.2,2.7,9.6,false,High,95
Netflix,2011,2180,2348,233,65,168,10.7,3.0,3.2,20.4,1.6,8.9,false,High,95
Netflix,2012,2348,2022,0,326,-326,0.0,13.9,3.61,0.7,2.3,8.1,false,High,95
Netflix,2013,2022,2022,60,60,0,3.0,3.0,4.37,37.7,1.8,7.4,false,High,95
Netflix,2014,2022,2189,227,60,167,11.2,3.0,5.5,-5.6,2.5,6.2,false,High,95
Netflix,2015,2189,3500,1376,65,1311,62.9,3.0,6.78,-4.7,2.9,5.3,false,High,95
Netflix,2016,3500,4700,1305,105,1200,37.3,3.0,8.83,-7.0,1.6,4.9,false,High,95
Netflix,2017,4700,5500,941,141,800,20.0,3.0,11.69,-28.4,2.4,4.4,false,High,95
Netflix,2018,5500,7100,1765,165,1600,32.1,3.0,15.79,-13.4,2.9,3.9,false,High,95
Netflix,2019,7100,8600,1713,213,1500,24.1,3.0,20.16,0.0,2.3,3.7,false,High,95
Netflix,2020,8600,9400,1058,258,800,12.3,3.0,24.99,96.9,-2.8,8.1,false,High,95
Netflix,2021,9400,11300,2182,282,1900,23.2,3.0,29.7,10.5,5.8,5.4,false,High,95
Netflix,2022,11300,12800,2178,678,1500,19.3,6.0,31.62,-46.2,1.9,3.6,false,High,95
Netflix,2023,12800,13000,968,768,200,7.6,6.0,33.72,55.2,2.5,3.7,false,High,95
Netflix,2024,13000,14000,1390,390,1000,10.7,3.0,36.0,18.2,2.8,4.1,true,Medium,85
Netflix,2025,14000,14500,920,420,500,6.6,3.0,38.5,-8.6,2.3,4.2,true,Medium,85
Oracle,2001,41320,42927,4912,3305,1607,11.9,8.0,10.86,29.1,1.0,4.7,false,Medium,95
Oracle,2002,42927,40650,1157,3434,-2277,2.7,8.0,9.67,42.1,1.7,5.8,false,Medium,95
Oracle,2003,40650,40000,569,1219,-650,1.4,3.0,9.48,0.9,2.8,6.0,false,Medium,95
Oracle,2004,40000,49872,11072,1200,9872,27.7,3.0,10.16,14.3,3.8,5.5,false,Medium,95
Oracle,2005,49872,49872,1496,1496,0,3.0,3.0,11.8,5.0,3.5,5.1,false,Medium,95
Oracle,2006,49872,56133,7757,1496,6261,15.6,3.0,14.38,47.8,2.8,4.6,false,Medium,95
Oracle,2007,56133,74674,20224,1683,18541,36.0,3.0,17.99,0.1,2.0,4.6,false,Medium,95
Oracle,2008,74674,84233,15532,5973,9559,20.8,8.0,22.43,-26.8,0.1,5.8,false,Medium,95
Oracle,2009,84233,105000,27505,6738,20767,32.7,8.0,23.25,34.6,-2.6,9.3,false,Medium,95
Oracle,2010,105000,105000,3150,3150,0,3.0,3.0,26.82,-0.3,2.7,9.6,false,High,95
Oracle,2011,105000,108000,6150,3150,3000,5.9,3.0,35.62,29.1,1.6,8.9,false,High,95
Oracle,2012,108000,115000,10240,3240,7000,9.5,3.0,37.12,34.5,2.3,8.1,false,High,95
Oracle,2013,115000,120000,8450,3450,5000,7.3,3.0,37.18,-24.4,1.8,7.4,false,High,95
Oracle,2014,120000,122000,5600,3600,2000,4.7,3.0,38.28,-27.5,2.5,6.2,false,High,95
Oracle,2015,122000,132000,13660,3660,10000,11.2,3.0,38.23,-4.3,2.9,5.3,false,High,95
Oracle,2016,132000,136000,7960,3960,4000,6.0,3.0,37.04,32.5,1.6,4.9,false,High,95
Oracle,2017,136000,138000,6080,4080,2000,4.5,3.0,37.73,-7.5,2.4,4.4,false,High,95
Oracle,2018,138000,137000,3140,4140,-1000,2.3,3.0,39.83,43.0,2.9,3.9,false,High,95
Oracle,2019,137000,136000,3110,4110,-1000,2.3,3.0,39.51,6.6,2.3,3.7,false,High,95
Oracle,2020,136000,136000,4080,4080,0,3.0,3.0,40.48,35.0,-2.8,8.1,false,High,95
Oracle,2021,136000,143000,11080,4080,7000,8.1,3.0,42.44,67.5,5.8,5.4,false,High,95
Oracle,2022,143000,164000,29580,8580,21000,20.7,6.0,49.95,-47.8,1.9,3.6,false,High,95
Oracle,2023,164000,159000,4840,9840,-5000,3.0,6.0,52.96,66.3,2.5,3.7,false,High,95
Oracle,2024,159000,160000,5770,4770,1000,3.6,3.0,54.7,57.8,2.8,4.1,true,Medium,85
Oracle,2025,160000,162000,6800,4800,2000,4.2,3.0,58.0,-1.4,2.3,4.2,true,Medium,85
PayPal,2001,500,1000,540,40,500,108.0,8.0,0.05,4.0,1.0,4.7,false,Medium,95
PayPal,2002,1000,2050,1130,80,1050,113.0,8.0,0.1,15.1,1.7,5.8,false,Medium,95
PayPal,2003,2050,2500,511,61,450,24.9,3.0,0.14,-9.6,2.8,6.0,false,Medium,95
PayPal,2004,2500,3000,575,75,500,23.0,3.0,0.23,-29.1,3.8,5.5,false,Medium,95
PayPal,2005,3000,4000,1090,90,1000,36.3,3.0,0.96,-13.5,3.5,5.1,false,Medium,95
PayPal,2006,4000,4500,620,120,500,15.5,3.0,1.4,-2.0,2.8,4.6,false,Medium,95
PayPal,2007,4500,5200,835,135,700,18.6,3.0,1.78,34.8,2.0,4.6,false,Medium,95
PayPal,2008,5200,5800,1016,416,600,19.5,8.0,2.34,42.2,0.1,5.8,false,Medium,95
PayPal,2009,5800,6300,964,464,500,16.6,8.0,2.84,13.2,-2.6,9.3,false,Medium,95
PayPal,2010,6300,6940,829,189,640,13.2,3.0,3.44,46.7,2.7,9.6,false,High,95
PayPal,2011,6940,10000,3268,208,3060,47.1,3.0,4.4,38.0,1.6,8.9,false,High,95
PayPal,2012,10000,13000,3300,300,3000,33.0,3.0,5.63,-22.9,2.3,8.1,false,High,95
PayPal,2013,13000,14000,1390,390,1000,10.7,3.0,6.73,29.8,1.8,7.4,false,High,95
PayPal,2014,14000,15800,2220,420,1800,15.9,3.0,7.9,41.1,2.5,6.2,false,High,95
PayPal,2015,15800,18000,2674,474,2200,16.9,3.0,9.25,25.7,2.9,5.3,false,High,95
PayPal,2016,18000,18700,1240,540,700,6.9,3.0,10.84,22.5,1.6,4.9,false,High,95
PayPal,2017,18700,21000,2861,561,2300,15.3,3.0,13.09,20.4,2.4,4.4,false,High,95
PayPal,2018,21000,23200,2830,630,2200,13.5,3.0,15.45,18.5,2.9,3.9,false,High,95
PayPal,2019,23200,23200,696,696,0,3.0,3.0,17.77,-4.6,2.3,3.7,false,High,95
PayPal,2020,23200,26500,3996,696,3300,17.2,3.0,21.45,40.0,-2.8,8.1,false,High,95
PayPal,2021,26500,30900,5195,795,4400,19.6,3.0,25.37,66.5,5.8,5.4,false,High,95
PayPal,2022,30900,30000,954,1854,-900,3.1,6.0,27.52,-38.0,1.9,3.6,false,High,95
PayPal,2023,30000,27500,0,2500,-2500,0.0,8.3,29.77,112.5,2.5,3.7,false,High,95
PayPal,2024,27500,28000,1325,825,500,4.8,3.0,31.5,49.4,2.8,4.1,true,Medium,85
PayPal,2025,28000,28500,1340,840,500,4.8,3.0,33.0,2.2,2.3,4.2,true,Medium,85
Pinterest,2011,42,50,9,1,8,21.4,2.4,0.0,29.6,1.6,8.9,true,Medium,85
Pinterest,2012,50,100,51,1,50,102.0,2.0,0.01,-13.9,2.3,8.1,true,Medium,85
Pinterest,2013,100,250,153,3,150,153.0,3.0,0.03,3.4,1.8,7.4,true,Medium,85
Pinterest,2014,250,500,257,7,250,102.8,2.8,0.17,44.8,2.5,6.2,true,Medium,85
Pinterest,2015,500,800,315,15,300,63.0,3.0,0.37,-25.9,2.9,5.3,true,Medium,85
Pinterest,2016,800,1300,524,24,500,65.5,3.0,0.55,-13.8,1.6,4.9,true,Medium,85
Pinterest,2017,1300,1600,339,39,300,26.1,3.0,0.47,-26.8,2.4,4.4,true,Medium,85
Pinterest,2018,1600,1900,348,48,300,21.8,3.0,0.76,-23.1,2.9,3.9,true,Medium,85
Pinterest,2019,1900,2300,457,57,400,24.1,3.0,1.14,2.1,2.3,3.7,true,Medium,85
Pinterest,2020,2300,3200,969,69,900,42.1,3.0,1.69,62.3,-2.8,8.1,true,Medium,85
Pinterest,2021,3200,3700,596,96,500,18.6,3.0,2.58,62.1,5.8,5.4,true,Medium,85
Pinterest,2022,3700,4100,622,222,400,16.8,6.0,2.8,-53.7,1.9,3.6,true,Medium,85
Pinterest,2023,4100,3400,0,700,-700,0.0,17.1,3.03,73.2,2.5,3.7,true,Medium,85
Pinterest,2024,3400,3500,202,102,100,5.9,3.0,3.6,5.4,2.8,4.1,true,Medium,85
Pinterest,2025,3500,3600,205,105,100,5.9,3.0,4.0,1.4,2.3,4.2,true,Medium,85
SAP,2001,24000,26700,4620,1920,2700,19.2,8.0,7.34,16.2,1.0,4.7,false,Medium,95
SAP,2002,26700,28800,4236,2136,2100,15.9,8.0,7.41,1.6,1.7,5.8,false,Medium,95
SAP,2003,28800,30000,2064,864,1200,7.2,3.0,8.52,38.1,2.8,6.0,false,Medium,95
SAP,2004,30000,32100,3000,900,2100,10.0,3.0,9.04,47.5,3.8,5.5,false,Medium,95
SAP,2005,32100,32000,863,963,-100,2.7,3.0,10.02,43.3,3.5,5.1,false,Medium,95
SAP,2006,32000,36000,4960,960,4000,15.5,3.0,12.29,-8.1,2.8,4.6,false,Medium,95
SAP,2007,36000,42000,7080,1080,6000,19.7,3.0,14.3,20.5,2.0,4.6,false,Medium,95
SAP,2008,42000,51500,12860,3360,9500,30.6,8.0,16.11,-14.2,0.1,5.8,false,Medium,95
SAP,2009,51500,47560,180,4120,-3940,0.3,8.0,14.19,43.8,-2.6,9.3,false,Medium,95
SAP,2010,47560,51500,5366,1426,3940,11.3,3.0,16.1,24.3,2.7,9.6,false,High,95
SAP,2011,51500,55000,5045,1545,3500,9.8,3.0,18.87,-13.4,1.6,8.9,false,High,95
SAP,2012,55000,64400,11050,1650,9400,20.1,3.0,20.79,-1.8,2.3,8.1,false,High,95
SAP,2013,64400,66500,4032,1932,2100,6.3,3.0,22.31,39.7,1.8,7.4,false,High,95
SAP,2014,66500,74400,9895,1995,7900,14.9,3.0,23.31,22.9,2.5,6.2,false,High,95
SAP,2015,74400,77000,4832,2232,2600,6.5,3.0,24.87,-20.2,2.9,5.3,false,High,95
SAP,2016,77000,84200,9510,2310,7200,12.4,3.0,26.41,3.3,1.6,4.9,false,High,95
SAP,2017,84200,88500,6826,2526,4300,8.1,3.0,28.92,-25.9,2.4,4.4,false,High,95
SAP,2018,88500,96498,10653,2655,7998,12.0,3.0,30.85,23.1,2.9,3.9,false,High,95
SAP,2019,96498,100330,6726,2894,3832,7.0,3.0,31.56,0.7,2.3,3.7,false,High,95
SAP,2020,100330,102430,5109,3009,2100,5.1,3.0,27.34,32.8,-2.8,8.1,false,High,95
SAP,2021,102430,107415,8057,3072,4985,7.9,3.0,28.23,32.2,5.8,5.4,false,High,95
SAP,2022,107415,111961,10990,6444,4546,10.2,6.0,30.87,-39.6,1.9,3.6,false,High,95
SAP,2023,111961,110293,5049,6717,-1668,4.5,6.0,33.31,51.7,2.5,3.7,false,High,95
SAP,2024,110293,110000,3015,3308,-293,2.7,3.0,36.0,58.5,2.8,4.1,true,Medium,85
SAP,2025,110000,111000,4300,3300,1000,3.9,3.0,38.5,26.3,2.3,4.2,true,Medium,85
Salesforce,2001,40,150,113,3,110,282.5,7.5,0.02,13.5,1.0,4.7,false,Medium,95
Salesforce,2002,150,300,162,12,150,108.0,8.0,0.05,38.9,1.7,5.8,false,Medium,95
Salesforce,2003,300,500,209,9,200,69.7,3.0,0.1,43.3,2.8,6.0,false,Medium,95
Salesforce,2004,500,750,265,15,250,53.0,3.0,0.18,-5.8,3.8,5.5,false,Medium,95
Salesforce,2005,750,767,39,22,17,5.2,2.9,0.31,31.7,3.5,5.1,false,Medium,95
Salesforce,2006,767,1200,456,23,433,59.5,3.0,0.5,30.1,2.8,4.6,false,Medium,95
Salesforce,2007,1200,2100,936,36,900,78.0,3.0,0.75,10.5,2.0,4.6,false,Medium,95
Salesforce,2008,2100,2600,668,168,500,31.8,8.0,1.08,9.8,0.1,5.8,false,Medium,95
Salesforce,2009,2600,3200,808,208,600,31.1,8.0,1.31,-7.0,-2.6,9.3,false,Medium,95
Salesforce,2010,3200,3969,865,96,769,27.0,3.0,1.66,22.1,2.7,9.6,false,High,95
Salesforce,2011,3969,5306,1456,119,1337,36.7,3.0,2.27,-27.5,1.6,8.9,false,High,95
Salesforce,2012,5306,7785,2638,159,2479,49.7,3.0,3.05,19.4,2.3,8.1,false,High,95
Salesforce,2013,7785,9800,2248,233,2015,28.9,3.0,4.07,0.7,1.8,7.4,false,High,95
Salesforce,2014,9800,13300,3794,294,3500,38.7,3.0,5.37,20.8,2.5,6.2,false,High,95
Salesforce,2015,13300,16000,3099,399,2700,23.3,3.0,6.67,-5.2,2.9,5.3,false,High,95
Salesforce,2016,16000,19000,3480,480,3000,21.8,3.0,8.39,-4.0,1.6,4.9,false,High,95
Salesforce,2017,19000,25178,6748,570,6178,35.5,3.0,10.48,-12.7,2.4,4.4,false,High,95
Salesforce,2018,25178,29000,4577,755,3822,18.2,3.0,13.28,44.5,2.9,3.9,false,High,95
Salesforce,2019,29000,35000,6870,870,6000,23.7,3.0,17.1,48.9,2.3,3.7,false,High,95
Salesforce,2020,35000,56606,22656,1050,21606,64.7,3.0,21.25,0.2,-2.8,8.1,false,High,95
Salesforce,2021,56606,73541,18633,1698,16935,32.9,3.0,26.49,41.9,5.8,5.4,false,High,95
Salesforce,2022,73541,79390,10261,4412,5849,14.0,6.0,31.35,-37.0,1.9,3.6,false,High,95
Salesforce,2023,79390,72682,0,6708,-6708,0.0,8.4,34.86,74.7,2.5,3.7,false,High,95
Salesforce,2024,72682,72320,1818,2180,-362,2.5,3.0,37.5,-3.5,2.8,4.1,true,Medium,85
Salesforce,2025,72320,72000,1849,2169,-320,2.6,3.0,40.0,22.3,2.3,4.2,true,Medium,85
Shopify,2006,8,10,2,0,2,25.0,0.0,0.0,-6.5,2.8,4.6,false,Medium,95
Shopify,2007,10,20,10,0,10,100.0,0.0,0.01,-3.9,2.0,4.6,false,Medium,95
Shopify,2008,20,30,11,1,10,55.0,5.0,0.01,42.6,0.1,5.8,false,Medium,95
Shopify,2009,30,40,12,2,10,40.0,6.7,0.02,-18.3,-2.6,9.3,false,Medium,95
Shopify,2010,40,60,21,1,20,52.5,2.5,0.04,-8.6,2.7,9.6,false,High,95
Shopify,2011,60,100,41,1,40,68.3,1.7,0.06,22.0,1.6,8.9,false,High,95
Shopify,2012,100,150,53,3,50,53.0,3.0,0.1,21.9,2.3,8.1,false,High,95
Shopify,2013,150,250,104,4,100,69.3,2.7,0.19,-25.4,1.8,7.4,false,High,95
Shopify,2014,250,450,207,7,200,82.8,2.8,0.37,28.8,2.5,6.2,false,High,95
Shopify,2015,450,1000,563,13,550,125.1,2.9,0.67,-1.2,2.9,5.3,false,High,95
Shopify,2016,1000,1900,930,30,900,93.0,3.0,1.07,38.4,1.6,4.9,false,High,95
Shopify,2017,1900,3500,1657,57,1600,87.2,3.0,1.58,25.0,2.4,4.4,false,High,95
Shopify,2018,3500,5000,1605,105,1500,45.9,3.0,2.07,25.9,2.9,3.9,false,High,95
Shopify,2019,5000,5000,150,150,0,3.0,3.0,2.93,20.2,2.3,3.7,false,High,95
Shopify,2020,5000,7000,2150,150,2000,43.0,3.0,4.61,15.6,-2.8,8.1,false,High,95
Shopify,2021,7000,10000,3210,210,3000,45.9,3.0,5.6,30.8,5.8,5.4,false,High,95
Shopify,2022,10000,11600,2200,600,1600,22.0,6.0,5.6,-48.0,1.9,3.6,false,High,95
Shopify,2023,11600,10000,0,1600,-1600,0.0,13.8,7.06,109.9,2.5,3.7,false,High,95
Shopify,2024,10000,10500,800,300,500,8.0,3.0,7.9,0.1,2.8,4.1,true,Medium,85
Shopify,2025,10500,11000,815,315,500,7.8,3.0,8.8,-6.8,2.3,4.2,true,Medium,85
Snap,2012,25,30,5,0,5,20.0,0.0,0.0,39.4,2.3,8.1,true,Medium,85
Snap,2013,30,100,70,0,70,233.3,0.0,0.0,-21.4,1.8,7.4,true,Medium,85
Snap,2014,100,330,233,3,230,233.0,3.0,0.0,47.7,2.5,6.2,true,Medium,85
Snap,2015,330,815,494,9,485,149.7,2.7,0.06,-5.1,2.9,5.3,true,Medium,85
Snap,2016,815,1859,1068,24,1044,131.0,2.9,0.4,6.9,1.6,4.9,true,Medium,85
Snap,2017,1859,3069,1265,55,1210,68.0,3.0,0.83,2.2,2.4,4.4,true,Medium,85
Snap,2018,3069,3100,123,92,31,4.0,3.0,1.18,-16.8,2.9,3.9,true,Medium,85
Snap,2019,3100,3863,856,93,763,27.6,3.0,1.72,32.5,2.3,3.7,true,Medium,85
Snap,2020,3863,4952,1204,115,1089,31.2,3.0,2.51,26.4,-2.8,8.1,true,Medium,85
Snap,2021,4952,6446,1642,148,1494,33.2,3.0,4.12,31.5,5.8,5.4,true,Medium,85
Snap,2022,6446,6446,386,386,0,6.0,6.0,4.6,-20.4,1.9,3.6,true,Medium,85
Snap,2023,6446,5661,0,785,-785,0.0,12.2,4.6,63.9,2.5,3.7,true,Medium,85
Snap,2024,5661,5500,8,169,-161,0.1,3.0,5.4,-3.4,2.8,4.1,true,Medium,85
Snap,2025,5500,5600,265,165,100,4.8,3.0,5.8,16.6,2.3,4.2,true,Medium,85
Stripe,2011,8,10,2,0,2,25.0,0.0,0.01,46.4,1.6,8.9,true,Medium,85
Stripe,2012,10,40,30,0,30,300.0,0.0,0.05,41.2,2.3,8.1,true,Medium,85
Stripe,2013,40,100,61,1,60,152.5,2.5,0.2,12.1,1.8,7.4,true,Medium,85
Stripe,2014,100,250,153,3,150,153.0,3.0,0.45,26.0,2.5,6.2,true,Medium,85
Stripe,2015,250,500,257,7,250,102.8,2.8,0.9,8.4,2.9,5.3,true,Medium,85
Stripe,2016,500,800,315,15,300,63.0,3.0,1.5,-12.3,1.6,4.9,true,Medium,85
Stripe,2017,800,1500,724,24,700,90.5,3.0,2.5,31.1,2.4,4.4,true,Medium,85
Stripe,2018,1500,2000,545,45,500,36.3,3.0,4.0,-3.0,2.9,3.9,true,Medium,85
Stripe,2019,2000,2800,860,60,800,43.0,3.0,5.5,22.6,2.3,3.7,true,Medium,85
Stripe,2020,2800,3800,1084,84,1000,38.7,3.0,7.4,9.8,-2.8,8.1,true,Medium,85
Stripe,2021,3800,7000,3314,114,3200,87.2,3.0,12.0,74.6,5.8,5.4,true,Medium,85
Stripe,2022,7000,8000,1420,420,1000,20.3,6.0,13.5,-32.0,1.9,3.6,true,Medium,85
Stripe,2023,8000,7400,0,600,-600,0.0,7.5,14.4,78.1,2.5,3.7,true,Medium,85
Stripe,2024,7400,8000,822,222,600,11.1,3.0,16.5,14.8,2.8,4.1,true,Medium,85
Stripe,2025,8000,8500,740,240,500,9.2,3.0,18.5,-1.5,2.3,4.2,true,Medium,85
Tesla,2004,42,50,9,1,8,21.4,2.4,0.0,-4.3,3.8,5.5,false,Medium,95
Tesla,2005,50,150,101,1,100,202.0,2.0,0.0,18.4,3.5,5.1,false,Medium,95
Tesla,2006,150,250,104,4,100,69.3,2.7,0.0,8.3,2.8,4.6,false,Medium,95
Tesla,2007,250,350,107,7,100,42.8,2.8,0.0,-26.2,2.0,4.6,false,Medium,95
Tesla,2008,350,500,178,28,150,50.9,8.0,0.01,45.4,0.1,5.8,false,Medium,95
Tesla,2009,500,514,54,40,14,10.8,8.0,0.11,12.3,-2.6,9.3,false,Medium,95
Tesla,2010,514,899,400,15,385,77.8,2.9,0.12,-19.8,2.7,9.6,false,High,95
Tesla,2011,899,1417,544,26,518,60.5,2.9,0.2,7.2,1.6,8.9,false,High,95
Tesla,2012,1417,2964,1589,42,1547,112.1,3.0,0.41,42.4,2.3,8.1,false,High,95
Tesla,2013,2964,5859,2983,88,2895,100.6,3.0,2.01,-21.2,1.8,7.4,false,High,95
Tesla,2014,5859,10161,4477,175,4302,76.4,3.0,3.2,-7.9,2.5,6.2,false,High,95
Tesla,2015,10161,13058,3201,304,2897,31.5,3.0,4.05,8.0,2.9,5.3,false,High,95
Tesla,2016,13058,17782,5115,391,4724,39.2,3.0,7.0,-13.8,1.6,4.9,false,High,95
Tesla,2017,17782,37543,20294,533,19761,114.1,3.0,11.76,34.2,2.4,4.4,false,High,95
Tesla,2018,37543,48817,12400,1126,11274,33.0,3.0,21.46,-22.8,2.9,3.9,false,High,95
Tesla,2019,48817,48016,663,1464,-801,1.4,3.0,24.58,15.1,2.3,3.7,false,High,95
Tesla,2020,48016,70757,24181,1440,22741,50.4,3.0,31.54,-6.1,-2.8,8.1,false,High,95
Tesla,2021,70757,99290,30655,2122,28533,43.3,3.0,53.82,17.8,5.8,5.4,false,High,95
Tesla,2022,99290,127855,34522,5957,28565,34.8,6.0,81.46,-35.1,1.9,3.6,false,High,95
Tesla,2023,127855,140473,20289,7671,12618,15.9,6.0,96.77,83.6,2.5,3.7,false,High,95
Tesla,2024,140473,140473,4214,4214,0,3.0,3.0,97.0,30.4,2.8,4.1,true,Medium,85
Tesla,2025,140473,138000,1741,4214,-2473,1.2,3.0,110.0,21.9,2.3,4.2,true,Medium,85
Uber,2010,8,10,2,0,2,25.0,0.0,0.0,31.0,2.7,9.6,false,High,95
Uber,2011,10,50,40,0,40,400.0,0.0,0.01,14.7,1.6,8.9,false,High,95
Uber,2012,50,200,151,1,150,302.0,2.0,0.1,12.3,2.3,8.1,false,High,95
Uber,2013,200,500,306,6,300,153.0,3.0,0.35,15.9,1.8,7.4,false,High,95
Uber,2014,500,2000,1515,15,1500,303.0,3.0,0.5,-4.2,2.5,6.2,false,High,95
Uber,2015,2000,6700,4760,60,4700,238.0,3.0,1.5,37.7,2.9,5.3,false,High,95
Uber,2016,6700,11000,4501,201,4300,67.2,3.0,3.85,30.0,1.6,4.9,false,High,95
Uber,2017,11000,16000,5330,330,5000,48.5,3.0,7.93,26.7,2.4,4.4,false,High,95
Uber,2018,16000,22263,6743,480,6263,42.1,3.0,11.27,16.7,2.9,3.9,false,High,95
Uber,2019,22263,26900,5304,667,4637,23.8,3.0,14.15,48.6,2.3,3.7,false,High,95
Uber,2020,26900,23200,0,3700,-3700,0.0,13.8,11.14,-8.5,-2.8,8.1,false,High,95
Uber,2021,23200,29300,6796,696,6100,29.3,3.0,17.46,17.6,5.8,5.4,false,High,95
Uber,2022,29300,32200,4658,1758,2900,15.9,6.0,31.88,-32.5,1.9,3.6,false,High,95
Uber,2023,32200,32200,1932,1932,0,6.0,6.0,37.28,91.6,2.5,3.7,false,High,95
Uber,2024,32200,33500,2266,966,1300,7.0,3.0,43.0,-5.2,2.8,4.1,true,Medium,85
Uber,2025,33500,34500,2005,1005,1000,6.0,3.0,48.0,24.1,2.3,4.2,true,Medium,85
X (Twitter),2006,8,10,2,0,2,25.0,0.0,0.0,-28.7,2.8,4.6,false,Medium,95
X (Twitter),2007,10,20,10,0,10,100.0,0.0,0.0,-17.6,2.0,4.6,false,Medium,95
X (Twitter),2008,20,50,31,1,30,155.0,5.0,0.0,-21.4,0.1,5.8,false,Medium,95
X (Twitter),2009,50,150,104,4,100,208.0,8.0,0.02,29.0,-2.6,9.3,false,Medium,95
X (Twitter),2010,150,300,154,4,150,102.7,2.7,0.03,-26.5,2.7,9.6,false,High,95
X (Twitter),2011,300,600,309,9,300,103.0,3.0,0.11,-20.0,1.6,8.9,false,High,95
X (Twitter),2012,600,900,318,18,300,53.0,3.0,0.32,-27.1,2.3,8.1,false,High,95
X (Twitter),2013,900,2300,1427,27,1400,158.6,3.0,0.66,24.9,1.8,7.4,false,High,95
X (Twitter),2014,2300,3300,1069,69,1000,46.5,3.0,1.4,-0.0,2.5,6.2,false,High,95
X (Twitter),2015,3300,3900,699,99,600,21.2,3.0,2.22,-6.7,2.9,5.3,false,High,95
